States__Regions__Stations__Name,States__Regions__Stations__Lon,States__Regions__Stations__Lat,Color,Alarm,DetailAlarm,type,Val,
Brno-Úvoz (hot spot),16.593643,49.19809,9BD3AE,2,1,CO 8h,383,
Brno-Úvoz (hot spot),16.593643,49.19809,9BD3AE,2,1,PM10 1h,12,
Brno-Úvoz (hot spot),16.593643,49.19809,9BD3AE,2,-1,O3 1h,12,
Brno-Úvoz (hot spot),16.593643,49.19809,9BD3AE,2,-2,PM10 24h,16.8,
Brno-Úvoz (hot spot),16.593643,49.19809,9BD3AE,2,-2,PM2_5 1h,6,
Brno-Tuřany,16.696217,49.148972,9BD3AE,2,1,SO2 1h,1.3,
Brno-Tuřany,16.696217,49.148972,9BD3AE,2,1,NO2 1h,7.1,
Brno-Tuřany,16.696217,49.148972,9BD3AE,2,-1,CO 8h,7.1,
Brno-Tuřany,16.696217,49.148972,9BD3AE,2,1,PM10 1h,1,
Brno-Tuřany,16.696217,49.148972,9BD3AE,2,2,O3 1h,57.1,
Brno-Tuřany,16.696217,49.148972,9BD3AE,2,-2,PM10 24h,15.9,
Brno-Tuřany,16.696217,49.148972,9BD3AE,2,-2,PM2_5 1h,5,
Hodonín,17.133333,48.857224,0,0,-1,SO2 1h,5,
Hodonín,17.133333,48.857224,0,0,-1,NO2 1h,5,
Hodonín,17.133333,48.857224,0,0,-1,CO 8h,5,
Hodonín,17.133333,48.857224,0,0,0,PM10 1h,5,
Hodonín,17.133333,48.857224,0,0,-1,O3 1h,5,
Hodonín,17.133333,48.857224,0,0,-2,PM10 24h,,
Hodonín,17.133333,48.857224,0,0,-2,PM2_5 1h,,
Kuchařovice,16.085817,48.881355,0,-1,-1,SO2 1h,,
Kuchařovice,16.085817,48.881355,0,-1,-1,NO2 1h,,
Kuchařovice,16.085817,48.881355,0,-1,-1,CO 8h,,
Kuchařovice,16.085817,48.881355,0,-1,-1,PM10 1h,,
Kuchařovice,16.085817,48.881355,0,-1,3,O3 1h,69.2,
Kuchařovice,16.085817,48.881355,0,-1,-1,PM10 24h,69.2,
Kuchařovice,16.085817,48.881355,0,-1,-1,PM2_5 1h,69.2,
Mikulov-Sedlec,16.724497,48.791767,FFF200,3,1,SO2 1h,4,
Mikulov-Sedlec,16.724497,48.791767,FFF200,3,1,NO2 1h,5.2,
Mikulov-Sedlec,16.724497,48.791767,FFF200,3,-1,CO 8h,5.2,
Mikulov-Sedlec,16.724497,48.791767,FFF200,3,1,PM10 1h,3,
Mikulov-Sedlec,16.724497,48.791767,FFF200,3,3,O3 1h,75.4,
Mikulov-Sedlec,16.724497,48.791767,FFF200,3,-2,PM10 24h,18.5,
Mikulov-Sedlec,16.724497,48.791767,FFF200,3,-2,PM2_5 1h,13,
Sivice,16.778324,49.208424,C7EAFB,1,1,SO2 1h,1.3,
Sivice,16.778324,49.208424,C7EAFB,1,1,NO2 1h,9.8,
Sivice,16.778324,49.208424,C7EAFB,1,-1,CO 8h,9.8,
Sivice,16.778324,49.208424,C7EAFB,1,1,PM10 1h,13,
Sivice,16.778324,49.208424,C7EAFB,1,-1,O3 1h,13,
Sivice,16.778324,49.208424,C7EAFB,1,-2,PM10 24h,19,
Sivice,16.778324,49.208424,C7EAFB,1,-2,PM2_5 1h,8,
Mokrá,16.75456,49.216694,C7EAFB,1,-1,SO2 1h,8,
Mokrá,16.75456,49.216694,C7EAFB,1,-1,NO2 1h,8,
Mokrá,16.75456,49.216694,C7EAFB,1,-1,CO 8h,8,
Mokrá,16.75456,49.216694,C7EAFB,1,1,PM10 1h,18,
Mokrá,16.75456,49.216694,C7EAFB,1,-1,O3 1h,18,
Mokrá,16.75456,49.216694,C7EAFB,1,-2,PM10 24h,,
Mokrá,16.75456,49.216694,C7EAFB,1,-2,PM2_5 1h,11,
Znojmo,16.060127,48.842957,C7EAFB,1,-1,SO2 1h,11,
Znojmo,16.060127,48.842957,C7EAFB,1,1,NO2 1h,12.4,
Znojmo,16.060127,48.842957,C7EAFB,1,-1,CO 8h,12.4,
Znojmo,16.060127,48.842957,C7EAFB,1,1,PM10 1h,8,
Znojmo,16.060127,48.842957,C7EAFB,1,-1,O3 1h,8,
Znojmo,16.060127,48.842957,C7EAFB,1,-2,PM10 24h,16.7,
Znojmo,16.060127,48.842957,C7EAFB,1,-2,PM2_5 1h,3,
Bělotín,17.80422,49.587082,C7EAFB,1,-1,SO2 1h,3,
Bělotín,17.80422,49.587082,C7EAFB,1,-1,NO2 1h,3,
Bělotín,17.80422,49.587082,C7EAFB,1,-1,CO 8h,3,
Bělotín,17.80422,49.587082,C7EAFB,1,1,PM10 1h,19,
Bělotín,17.80422,49.587082,C7EAFB,1,-1,O3 1h,19,
Bělotín,17.80422,49.587082,C7EAFB,1,-2,PM10 24h,18.6,
Bělotín,17.80422,49.587082,C7EAFB,1,-2,PM2_5 1h,8,
Jeseník-lázně,17.19018,50.242241,0,0,1,SO2 1h,1.3,
Jeseník-lázně,17.19018,50.242241,0,0,1,NO2 1h,2.3,
Jeseník-lázně,17.19018,50.242241,0,0,-1,CO 8h,2.3,
Jeseník-lázně,17.19018,50.242241,0,0,1,PM10 1h,12,
Jeseník-lázně,17.19018,50.242241,0,0,0,O3 1h,12,
Jeseník-lázně,17.19018,50.242241,0,0,-2,PM10 24h,12.5,
Jeseník-lázně,17.19018,50.242241,0,0,-1,PM2_5 1h,12.5,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,-1,SO2 1h,12.5,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,1,NO2 1h,18.4,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,-1,CO 8h,18.4,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,1,PM10 1h,4,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,-1,O3 1h,4,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,-2,PM10 24h,22.7,
Olomouc-Hejčín,17.238073,49.601463,C7EAFB,1,-2,PM2_5 1h,7,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,-1,SO2 1h,7,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,-1,NO2 1h,7,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,-1,CO 8h,7,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,1,PM10 1h,14,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,-1,O3 1h,14,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,-2,PM10 24h,23.6,
Olomouc-Šmeralova,17.266094,49.592865,C7EAFB,1,-2,PM2_5 1h,8,
Přerov,17.454159,49.451656,FFF200,3,1,SO2 1h,1.3,
Přerov,17.454159,49.451656,FFF200,3,-1,NO2 1h,1.3,
Přerov,17.454159,49.451656,FFF200,3,-1,CO 8h,1.3,
Přerov,17.454159,49.451656,FFF200,3,1,PM10 1h,12,
Přerov,17.454159,49.451656,FFF200,3,3,O3 1h,81.6,
Přerov,17.454159,49.451656,FFF200,3,-2,PM10 24h,23.7,
Přerov,17.454159,49.451656,FFF200,3,-2,PM2_5 1h,10,
Prostějov,17.114725,49.467857,9BD3AE,2,-1,SO2 1h,10,
Prostějov,17.114725,49.467857,9BD3AE,2,-1,NO2 1h,10,
Prostějov,17.114725,49.467857,9BD3AE,2,-1,CO 8h,10,
Prostějov,17.114725,49.467857,9BD3AE,2,2,PM10 1h,21,
Prostějov,17.114725,49.467857,9BD3AE,2,-1,O3 1h,21,
Prostějov,17.114725,49.467857,9BD3AE,2,-2,PM10 24h,18.8,
Prostějov,17.114725,49.467857,9BD3AE,2,-1,PM2_5 1h,18.8,
Otrokovice-město,17.534742,49.208912,0,0,-1,SO2 1h,18.8,
Otrokovice-město,17.534742,49.208912,0,0,0,NO2 1h,18.8,
Otrokovice-město,17.534742,49.208912,0,0,1,CO 8h,123,
Otrokovice-město,17.534742,49.208912,0,0,0,PM10 1h,123,
Otrokovice-město,17.534742,49.208912,0,0,-1,O3 1h,123,
Otrokovice-město,17.534742,49.208912,0,0,-2,PM10 24h,24.5,
Otrokovice-město,17.534742,49.208912,0,0,-1,PM2_5 1h,24.5,
Štítná n.Vláří,18.007828,49.047817,0,-1,-1,SO2 1h,24.5,
Štítná n.Vláří,18.007828,49.047817,0,-1,-1,NO2 1h,24.5,
Štítná n.Vláří,18.007828,49.047817,0,-1,-1,CO 8h,24.5,
Štítná n.Vláří,18.007828,49.047817,0,-1,-1,PM10 1h,24.5,
Štítná n.Vláří,18.007828,49.047817,0,-1,0,O3 1h,24.5,
Štítná n.Vláří,18.007828,49.047817,0,-1,-1,PM10 24h,24.5,
Štítná n.Vláří,18.007828,49.047817,0,-1,-1,PM2_5 1h,24.5,
Těšnovice,17.410561,49.259392,FFF200,3,1,SO2 1h,2.7,
Těšnovice,17.410561,49.259392,FFF200,3,1,NO2 1h,7.7,
Těšnovice,17.410561,49.259392,FFF200,3,-1,CO 8h,7.7,
Těšnovice,17.410561,49.259392,FFF200,3,1,PM10 1h,10,
Těšnovice,17.410561,49.259392,FFF200,3,3,O3 1h,77.4,
Těšnovice,17.410561,49.259392,FFF200,3,-2,PM10 24h,11.2,
Těšnovice,17.410561,49.259392,FFF200,3,-2,PM2_5 1h,5,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,-1,SO2 1h,5,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,1,NO2 1h,21.6,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,1,CO 8h,305,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,1,PM10 1h,17,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,-1,O3 1h,17,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,-2,PM10 24h,20.6,
Uherské Hradiště,17.466848,49.067951,C7EAFB,1,-1,PM2_5 1h,20.6,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,-1,SO2 1h,20.6,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,-1,NO2 1h,20.6,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,-1,CO 8h,20.6,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,1,PM10 1h,16,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,-1,O3 1h,16,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,-2,PM10 24h,20.4,
Valašské Meziříčí,17.966976,49.472057,C7EAFB,1,-2,PM2_5 1h,8,
Zlín,17.667175,49.232906,FFF200,3,1,SO2 1h,5.9,
Zlín,17.667175,49.232906,FFF200,3,1,NO2 1h,8.8,
Zlín,17.667175,49.232906,FFF200,3,-1,CO 8h,8.8,
Zlín,17.667175,49.232906,FFF200,3,1,PM10 1h,19,
Zlín,17.667175,49.232906,FFF200,3,3,O3 1h,78,
Zlín,17.667175,49.232906,FFF200,3,-2,PM10 24h,16.9,
Zlín,17.667175,49.232906,FFF200,3,-2,PM2_5 1h,15,
Bílovec,18.023638,49.759598,FFF200,3,1,SO2 1h,5.6,
Bílovec,18.023638,49.759598,FFF200,3,1,NO2 1h,4,
Bílovec,18.023638,49.759598,FFF200,3,1,CO 8h,358,
Bílovec,18.023638,49.759598,FFF200,3,1,PM10 1h,12,
Bílovec,18.023638,49.759598,FFF200,3,3,O3 1h,84.6,
Bílovec,18.023638,49.759598,FFF200,3,-2,PM10 24h,18.9,
Bílovec,18.023638,49.759598,FFF200,3,-1,PM2_5 1h,18.9,
Bílý Kříž,18.538561,49.502609,FFF200,-1,1,SO2 1h,13.6,
Bílý Kříž,18.538561,49.502609,FFF200,-1,1,NO2 1h,9.8,
Bílý Kříž,18.538561,49.502609,FFF200,-1,-1,CO 8h,9.8,
Bílý Kříž,18.538561,49.502609,FFF200,-1,-1,PM10 1h,9.8,
Bílý Kříž,18.538561,49.502609,FFF200,-1,3,O3 1h,81.8,
Bílý Kříž,18.538561,49.502609,FFF200,-1,-1,PM10 24h,81.8,
Bílý Kříž,18.538561,49.502609,FFF200,-1,-1,PM2_5 1h,81.8,
Bohumín,18.375931,49.903965,FFFFFF,5,3,SO2 1h,75.9,
Bohumín,18.375931,49.903965,FFFFFF,5,2,NO2 1h,28.1,
Bohumín,18.375931,49.903965,FFFFFF,5,1,CO 8h,323,
Bohumín,18.375931,49.903965,FFFFFF,5,5,PM10 1h,106,
Bohumín,18.375931,49.903965,FFFFFF,5,2,O3 1h,48.5,
Bohumín,18.375931,49.903965,FFFFFF,5,-2,PM10 24h,,
Bohumín,18.375931,49.903965,FFFFFF,5,-1,PM2_5 1h,,
Červená hora,17.541946,49.777142,FFFFFF,-1,-1,SO2 1h,,
Červená hora,17.541946,49.777142,FFFFFF,-1,1,NO2 1h,3.4,
Červená hora,17.541946,49.777142,FFFFFF,-1,-1,CO 8h,3.4,
Červená hora,17.541946,49.777142,FFFFFF,-1,-1,PM10 1h,3.4,
Červená hora,17.541946,49.777142,FFFFFF,-1,3,O3 1h,86.4,
Červená hora,17.541946,49.777142,FFFFFF,-1,-1,PM10 24h,86.4,
Červená hora,17.541946,49.777142,FFFFFF,-1,-1,PM2_5 1h,86.4,
Český Těšín,18.609726,49.748959,0,0,0,SO2 1h,86.4,
Český Těšín,18.609726,49.748959,0,0,0,NO2 1h,86.4,
Český Těšín,18.609726,49.748959,0,0,-1,CO 8h,86.4,
Český Těšín,18.609726,49.748959,0,0,2,PM10 1h,31,
Český Těšín,18.609726,49.748959,0,0,-1,O3 1h,31,
Český Těšín,18.609726,49.748959,0,0,-2,PM10 24h,29.2,
Český Těšín,18.609726,49.748959,0,0,-2,PM2_5 1h,12,
Frýdek-Místek,18.35107,49.671791,FFF200,3,-1,SO2 1h,12,
Frýdek-Místek,18.35107,49.671791,FFF200,3,1,NO2 1h,21.6,
Frýdek-Místek,18.35107,49.671791,FFF200,3,-1,CO 8h,21.6,
Frýdek-Místek,18.35107,49.671791,FFF200,3,3,PM10 1h,41,
Frýdek-Místek,18.35107,49.671791,FFF200,3,-1,O3 1h,41,
Frýdek-Místek,18.35107,49.671791,FFF200,3,-2,PM10 24h,19.1,
Frýdek-Místek,18.35107,49.671791,FFF200,3,-2,PM2_5 1h,25,
Havířov,18.406836,49.790977,C7EAFB,1,-1,SO2 1h,25,
Havířov,18.406836,49.790977,C7EAFB,1,-1,NO2 1h,25,
Havířov,18.406836,49.790977,C7EAFB,1,-1,CO 8h,25,
Havířov,18.406836,49.790977,C7EAFB,1,1,PM10 1h,15,
Havířov,18.406836,49.790977,C7EAFB,1,-1,O3 1h,15,
Havířov,18.406836,49.790977,C7EAFB,1,-2,PM10 24h,20.8,
Havířov,18.406836,49.790977,C7EAFB,1,-2,PM2_5 1h,9,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,-1,SO2 1h,9,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,1,NO2 1h,23.3,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,-1,CO 8h,23.3,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,3,PM10 1h,41,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,-1,O3 1h,41,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,-2,PM10 24h,23.7,
Karviná-ZÚ,18.557777,49.858891,FFF200,3,-2,PM2_5 1h,34,
Karviná,18.551453,49.863796,FFF200,3,1,SO2 1h,8.5,
Karviná,18.551453,49.863796,FFF200,3,1,NO2 1h,15.3,
Karviná,18.551453,49.863796,FFF200,3,-1,CO 8h,15.3,
Karviná,18.551453,49.863796,FFF200,3,2,PM10 1h,33,
Karviná,18.551453,49.863796,FFF200,3,3,O3 1h,79,
Karviná,18.551453,49.863796,FFF200,3,-2,PM10 24h,22.4,
Karviná,18.551453,49.863796,FFF200,3,-2,PM2_5 1h,26,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,-1,SO2 1h,26,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,2,NO2 1h,40.6,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,1,CO 8h,172,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,3,PM10 1h,51,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,-1,O3 1h,51,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,-2,PM10 24h,26.1,
Ostrava-Českobratrská (hot spot),18.289976,49.839848,FFF200,3,-2,PM2_5 1h,41,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,1,SO2 1h,14.1,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,2,NO2 1h,30.8,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,-1,CO 8h,30.8,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,1,PM10 1h,10,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,2,O3 1h,54.7,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,-2,PM10 24h,19.4,
Ostrava-Fifejdy,18.263689,49.839188,9BD3AE,2,-1,PM2_5 1h,19.4,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,1,SO2 1h,11.7,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,2,NO2 1h,28.3,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,1,CO 8h,317,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,3,PM10 1h,54,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,2,O3 1h,52.1,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,-2,PM10 24h,20.5,
Ostrava-Mariánské Hory,18.263655,49.82486,FFF200,3,-1,PM2_5 1h,20.5,
Ostrava-Poruba, DD,18.165279,49.835506,9BD3AE,2,-1,SO2 1h,20.5
Ostrava-Poruba, DD,18.165279,49.835506,9BD3AE,2,1,NO2 1h,4
Ostrava-Poruba, DD,18.165279,49.835506,9BD3AE,2,-1,CO 8h,4
Ostrava-Poruba, DD,18.165279,49.835506,9BD3AE,2,2,PM10 1h,30
Ostrava-Poruba, DD,18.165279,49.835506,9BD3AE,2,-1,O3 1h,30
Ostrava-Poruba, DD,18.165279,49.835506,9BD3AE,2,-2,PM10 24h,31.5
Ostrava-Poruba, DD,18.165279,49.835506,9BD3AE,2,-1,PM2_5 1h,31.5
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,1,SO2 1h,1.3,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,1,NO2 1h,14.7,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,-1,CO 8h,14.7,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,-1,PM10 1h,14.7,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,-1,O3 1h,14.7,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,-1,PM10 24h,14.7,
Ostrava-Poruba/ČHMÚ,18.159275,49.825294,9BD3AE,-1,-1,PM2_5 1h,14.7,
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,1,SO2 1h,15.4,
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,2,NO2 1h,25.6,
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,1,CO 8h,141,
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,2,PM10 1h,23,
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,-1,O3 1h,23,
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,-2,PM10 24h,25.4,
Ostrava-Přívoz,18.269741,49.856258,9BD3AE,2,-2,PM2_5 1h,13,
Ostrava-Radvanice ZÚ,18.339138,49.807056,0,0,1,SO2 1h,5.6,
Ostrava-Radvanice ZÚ,18.339138,49.807056,0,0,1,NO2 1h,24.5,
Ostrava-Radvanice ZÚ,18.339138,49.807056,0,0,1,CO 8h,393,
Ostrava-Radvanice ZÚ,18.339138,49.807056,0,0,3,PM10 1h,59,
Ostrava-Radvanice ZÚ,18.339138,49.807056,0,0,0,O3 1h,59,
Ostrava-Radvanice ZÚ,18.339138,49.807056,0,0,-2,PM10 24h,33.3,
Ostrava-Radvanice ZÚ,18.339138,49.807056,0,0,-2,PM2_5 1h,49,
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,5,1,SO2 1h,5.6,
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,5,1,NO2 1h,19.9,
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,5,-1,CO 8h,19.9,
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,5,5,PM10 1h,98,
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,5,2,O3 1h,58.1,
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,5,-2,PM10 24h,35,
Ostrava Radvanice OZO,18.340343,49.818539,FFFFFF,5,-1,PM2_5 1h,35,
Orlová,18.433607,49.87566,FFF200,3,-1,SO2 1h,35,
Orlová,18.433607,49.87566,FFF200,3,-1,NO2 1h,35,
Orlová,18.433607,49.87566,FFF200,3,-1,CO 8h,35,
Orlová,18.433607,49.87566,FFF200,3,3,PM10 1h,57,
Orlová,18.433607,49.87566,FFF200,3,-1,O3 1h,57,
Orlová,18.433607,49.87566,FFF200,3,-2,PM10 24h,26.4,
Orlová,18.433607,49.87566,FFF200,3,-1,PM2_5 1h,26.4,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,-1,SO2 1h,26.4,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,1,NO2 1h,17.2,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,-1,CO 8h,17.2,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,2,PM10 1h,27,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,2,O3 1h,39.7,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,-2,PM10 24h,15.6,
Opava-Kateřinky,17.909531,49.944988,9BD3AE,2,-2,PM2_5 1h,18,
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,1,SO2 1h,11.5,
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,2,NO2 1h,31.8,
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,-1,CO 8h,31.8,
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,1,PM10 1h,18,
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,-1,O3 1h,18,
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,-2,PM10 24h,17.1,
Ostrava-Zábřeh,18.247181,49.79604,9BD3AE,2,-2,PM2_5 1h,8,
Rychvald,18.377254,49.87167,0,0,0,SO2 1h,8,
Rychvald,18.377254,49.87167,0,0,0,NO2 1h,8,
Rychvald,18.377254,49.87167,0,0,-1,CO 8h,8,
Rychvald,18.377254,49.87167,0,0,3,PM10 1h,51,
Rychvald,18.377254,49.87167,0,0,-1,O3 1h,51,
Rychvald,18.377254,49.87167,0,0,-2,PM10 24h,22.1,
Rychvald,18.377254,49.87167,0,0,-2,PM2_5 1h,26,
Studénka,18.089306,49.720936,FFF200,3,1,SO2 1h,1.3,
Studénka,18.089306,49.720936,FFF200,3,3,NO2 1h,50.3,
Studénka,18.089306,49.720936,FFF200,3,-1,CO 8h,50.3,
Studénka,18.089306,49.720936,FFF200,3,1,PM10 1h,5,
Studénka,18.089306,49.720936,FFF200,3,1,O3 1h,5,
Studénka,18.089306,49.720936,FFF200,3,-2,PM10 24h,17.2,
Studénka,18.089306,49.720936,FFF200,3,-2,PM2_5 1h,3,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,-1,SO2 1h,3,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,1,NO2 1h,24.7,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,-1,CO 8h,24.7,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,1,PM10 1h,7,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,-1,O3 1h,7,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,-2,PM10 24h,,
Třinec-Kanada,18.643038,49.672379,C7EAFB,1,-1,PM2_5 1h,,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,-1,SO2 1h,,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,-1,NO2 1h,,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,-1,CO 8h,,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,1,PM10 1h,13,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,1,O3 1h,23.3,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,-2,PM10 24h,20.5,
Třinec-Kosmos,18.677799,49.668114,C7EAFB,1,-2,PM2_5 1h,22,
Věřňovice,18.422873,49.924679,0,0,0,SO2 1h,22,
Věřňovice,18.422873,49.924679,0,0,0,NO2 1h,22,
Věřňovice,18.422873,49.924679,0,0,-1,CO 8h,22,
Věřňovice,18.422873,49.924679,0,0,0,PM10 1h,22,
Věřňovice,18.422873,49.924679,0,0,-1,O3 1h,22,
Věřňovice,18.422873,49.924679,0,0,-2,PM10 24h,24,
Věřňovice,18.422873,49.924679,0,0,-2,PM2_5 1h,,
Vítkov,17.760265,49.775162,9BD3AE,2,1,SO2 1h,5.6,
Vítkov,17.760265,49.775162,9BD3AE,2,1,NO2 1h,10.5,
Vítkov,17.760265,49.775162,9BD3AE,2,1,CO 8h,386,
Vítkov,17.760265,49.775162,9BD3AE,2,2,PM10 1h,24,
Vítkov,17.760265,49.775162,9BD3AE,2,2,O3 1h,53.5,
Vítkov,17.760265,49.775162,9BD3AE,2,-2,PM10 24h,19.9,
Vítkov,17.760265,49.775162,9BD3AE,2,-1,PM2_5 1h,19.9,
